t,x,y,psi,u,v,r,tau_u,tau_v,tau_r,current_x,current_y
49.90968108177185,0.9002633327558778,0.0,0.0,-6.731945745923585e-05,0.0,0.0,-2.845953707244228,0.0,0.0,0.3,0.0
49.91966009140015,0.9002626603002932,0.0,0.0,-6.717187562549828e-05,0.0,0.0,-2.845953707244228,0.0,0.0,0.3,0.0
49.92979860305786,0.9002619893240777,0.0,0.0,-6.702358468137867e-05,0.0,0.0,-2.8459502915137285,0.0,0.0,0.3,0.0
49.939659118652344,0.9002613198242745,0.0,0.0,-6.687659128100802e-05,0.0,0.0,-2.8459502915137285,0.0,0.0,0.3,0.0
49.94974970817566,0.9002606517979409,0.0,0.0,-6.672889177766887e-05,0.0,0.0,-2.845946889711368,0.0,0.0,0.3,0.0
49.95965266227722,0.900259985242131,0.0,0.0,-6.658248464205707e-05,0.0,0.0,-2.845946889711368,0.0,0.0,0.3,0.0
49.96972370147705,0.9002593201539132,0.0,0.0,-6.643537439924407e-05,0.0,0.0,-2.845943501784842,0.0,0.0,0.3,0.0
49.97973394393921,0.9002586565303523,0.0,0.0,-6.628955136722487e-05,0.0,0.0,-2.845943501784842,0.0,0.0,0.3,0.0
49.98956608772278,0.9002579943685275,0.0,0.0,-6.61430282121562e-05,0.0,0.0,-2.8459401276820087,0.0,0.0,0.3,0.0
49.9996018409729,0.9002573336655145,0.0,0.0,-6.599778712997067e-05,0.0,0.0,-2.8459401276820087,0.0,0.0,0.3,0.0
50.009663105010986,0.9002566744184032,0.0,0.0,-6.585184889730162e-05,0.0,0.0,-2.8459367673508895,0.0,0.0,0.3,0.0
50.0196475982666,0.9002560166242801,0.0,0.0,-6.570718761856272e-05,0.0,0.0,-2.8459367673508895,0.0,0.0,0.3,0.0
50.02974247932434,0.9002553602802458,0.0,0.0,-6.556183215031437e-05,0.0,0.0,-2.8459334207396054,0.0,0.0,0.3,0.0
50.0395941734314,0.9002547053833976,0.0,0.0,-6.541774853593616e-05,0.0,0.0,-2.8459334207396054,0.0,0.0,0.3,0.0
50.049625396728516,0.9002540519308468,0.0,0.0,-6.527297368149517e-05,0.0,0.0,-2.845930087796496,0.0,0.0,0.3,0.0
50.05968141555786,0.9002533999197014,0.0,0.0,-6.512946559969265e-05,0.0,0.0,-2.845930087796496,0.0,0.0,0.3,0.0
50.06979990005493,0.9002527493470834,0.0,0.0,-6.498526921588605e-05,0.0,0.0,-2.8459267684702487,0.0,0.0,0.3,0.0
50.0797963142395,0.9002521002101115,0.0,0.0,-6.484233454224962e-05,0.0,0.0,-2.8459267684702487,0.0,0.0,0.3,0.0
50.089619874954224,0.9002514525059181,0.0,0.0,-6.469871449316274e-05,0.0,0.0,-2.8459234627094614,0.0,0.0,0.3,0.0
50.09960913658142,0.9002508062316327,0.0,0.0,-6.455635111047759e-05,0.0,0.0,-2.8459234627094614,0.0,0.0,0.3,0.0
